Collection Number,Passed Inspection,Note,Title,Publisher,Article Text,Article Image,Image Height,Image Length,Image Description,,,,,,,,,,,
1640,TRUE,,Daughters of the Utah Pioneers%comma% Cedar City (UT),Daughters of the Utah Pioneers%comma% Cedar City (UT),<p></p>%newline%<p>The Daughters of Utah Pioneers is organized for historical%comma% educational%comma% and public purposes related to honoring the names and achievements of the men%comma% women%comma% and children who founded Utah. Their services range from preservation of historic landmarks to maintaining museums. They educate thousands of school children and adults about their pioneer forebears.</p>%newline%</p>,collection1640.jpg,310,220,Ada Wood Webster,,,,,,,,,,,
1641,FALSE,1641.php has been marked for review (Null partner) (Null image) (Null image description) (Null Article Text),#NAME?,,<p></p>%newline%</p>,,,,,,,,,,,,,,,
1642,TRUE,,Cycling Utah,University of Utah - J. Willard Marriott Library,</p>%newline%Cycling Utah is the Source for Utah Bicycling Information and Intermountain West bicycling information. It contains complete Idaho and Utah Road and Utah Mountain Biking Event Calendar%comma% Utah Bike club information%comma% Cycling links%comma% Utah Bike Shop Directory%comma% cycling stories and more.</p>%newline%,collection1642.jpg,314,218,Cycling Utah Vol. 17%comma% No. 7%comma% 2009 September,,,,,,,,,,,
1643,TRUE,1643.php has been marked for review (Null image) (Null image description) (Null Article Text),Esplin Family Collection,University of Utah - J. Willard Marriott Library,<p></p>%newline%</p>,collection1643.jpg,,,Scotland map from John Esplin's Bible,,,,,,,,,,,
1644,TRUE,1644.php has been marked for review (Null image) (Null image description) (Null Article Text),Utah Architects Project,University of Utah - J. Willard Marriott Library,<p></p>%newline%</p>,collection1644.jpg,,,Lewis%comma% Hugh Cecil%comma% 1887-1958,,,,,,,,,,,
1645,FALSE,1645.php has been marked for review (Null partner) (Null image) (Null image description) (Null Article Text),#NAME?,,<p></p>%newline%</p>,,,,,,,,,,,,,,,
1647,TRUE,Removed - 1647.php has been marked for review (Null image description),Utah State University Special Collections Registers (EAD Finding Aids),Utah State University - Merrill-Cazier Library,<p></p>%newline%<p>Over 600 collections are housed in the Special Collections and Archives division of Utah State University's Merrill-Cazier Library. The collections contain unique%comma% primary-source material such as diaries%comma% unpublished manuscripts%comma% photographs%comma% university records and oral histories.</p>%newline%<p><strong></strong></p>%newline%</p>,collection1647.jpg,90,120,Utah State University,,,,,,,,,,,
1648,TRUE,1648.php has been marked for review (Null image) (Null image description) (Null Article Text),Westminster College Finding Aids (EAD),Westminster College - Giovale Library,<p></p>%newline%</p>,collection1648.jpg,,,Westminster College - Giovale Library,,,,,,,,,,,
1649,TRUE,,Journal of Mormon History,Mormon History Association,</p>%newline%The Journal of Mormon History fosters scholarly research and publication in the field of Mormon history. Manuscripts dealing with all aspects of Mormon history are incorporated%comma% including twentieth-century history%comma% regional and local history%comma% women's history%comma% and ethnic/minorities history.</p>%newline%,collection1649.jpg,397,258,Journal of Mormon History%comma% Volume 07%comma% 1980,,,,,,,,,,,
1650,TRUE,,Utah State University Press Publications,Utah State University - USU Press,</p>%newline%Utah State University Press is a refereed scholarly publisher and division of Utah State University Libraries. Established in 1972%comma% the Press's mandate is to acquire and publish books of superior quality that win the esteem of readers and that appropriately represent our university to the community of scholars. Vital also to our mission is publication for a broader community%comma% including students%comma% who use our books in their studies%comma% and general readers%comma% who find in them enjoyment as well as enlightenment.</p>%newline%,collection1650.jpg,150,99,The Meaning of Folklore,,,,,,,,,,,
1652,FALSE,1652.php has been marked for review (Null partner) (Null image description),#NAME?,,<p></p>%newline%<p>This collection of oral histories portrays the lives of pioneers and early settlers in the closely-knit communities of Alpine%comma% Blue%comma% Nutrioso%comma% Eagar%comma% Springerville%comma% and Luna%comma% NM in the late 1800s and first half of the 1900s.</p>%newline%</p>,collection1652.jpg,150,100,,,,,,,,,,,,
1653,FALSE,1653.php has been marked for review (Null partner) (Null image description),#NAME?,,<p></p>%newline%<p>Highlights of the Catholic Diocese of Tucson includes documents and letters from the time of Bishop Salpointe%comma% from the late 1860's to the mid 1880's. Most of the documents are written by or addressed to Bishop Salpointe himself. The collection also includes the first baptismal register from St. Augustine%comma% the mother church of the Diocese of Tucson%comma% from 1861-1878%comma% as well as an alphabetical index.</p>%newline%</p>,collection1653.jpg,100,100,,,,,,,,,,,,
1654,FALSE,1654.php has been marked for review (Null partner) (Null image description),#NAME?,,<p></p>%newline%<p>The Images collection consists of photographs of bishops and priests who served Catholics of Arizona from as early as the 1860s. Most of the earliest priests and bishops came from France through the recruitment of Archbishop Salpointe and Archbishop Lamy%comma% of Santa Fe. The collection includes some later priests%comma% those ordained in the 1920s and 1930s%comma% who%comma% like Rev. Msgr. Don Hughes%comma% were active in building and improving the Diocese as Arizona began to grow. </p>%newline%<p><strong></strong></p>%newline%</p>,collection1654.jpg,124,100,,,,,,,,,,,,
1655,FALSE,1655.php has been marked for review (Null partner) (Null image description),#NAME?,,<p></p>%newline%<p>David Swing (1864-1945) studied art under his father and Thomas Lindsey%comma% but began his career as a musician. He began to give violin concerts in 1884. He continued to play music in the orchestra of Theodore Thomas%comma% the Pasadena Municipal Band%comma% organizing and directing the Alhambra Municipal Band and Orchestra%comma% and to play violin and cello in the Phoenix Symphony Orchestra. From the start of his musical career until his move to Phoenix%comma% David Swing worked with lithograph firms and as president of an engraving firm. In Phoenix%comma% he eventually gave up his career as a musician to focus on painting desert life. Along with his Golden Gate International Exposition paintings%comma% Swing also painted for Masonic temples%comma% government hospitals and theaters. He continued painting until the end of his life.</p>%newline%<p><strong></strong></p>%newline%</p>,collection1655.jpg,100,100,,,,,,,,,,,,
1656,FALSE,1656.php has been marked for review (Null partner) (Null image description),#NAME?,,<p></p>%newline%<p>George Burr%comma% born in Monroe Falls%comma% Ohio in 1859%comma% began sketching and painting by the time he was 8. By age 11 he knew he wanted to be an artist. By 14 he experimented with etching. In 1877 he attended a business college in Oskaloosa%comma% IA and then 1878-79 studied at the Chicago Academy of Design. </p>%newline%<p><strong></strong></p>%newline%</p>,collection1656.jpg,167,100,,,,,,,,,,,,
1657,FALSE,1657.php has been marked for review (Null partner) (Null image description),#NAME?,,"<p></p>%newline%<p>Lon Megarge was born in Philadelphia in 1883. He changed the spelling of his last name to Megargee and the story of his past while he made his way westward into the Arizona Territory around 1896. Arizona became the 48th state on February 14th%comma% 1912. Megargee was commissioned by the state to paint fifteen large canvases which were installed in the State Capitol building. These paintings portray early Arizona%comma% encompassing landscapes%comma% natural wonders%comma% the customs of Native Americans%comma% historic buildings%comma% and the life of early settlers. The ""Five Cs"" of Arizona's economy (cattle%comma% citrus%comma% climate%comma% copper and cotton) are represented in many of these paintings. The original paintings are still displayed in the Arizona State Capitol today. </p>%newline%<p><strong></strong></p>%newline%</p>",collection1657.jpg,99,100,,,,,,,,,,,,
1658,FALSE,1658.php has been marked for review (Null partner) (Null image description),#NAME?,,<p></p>%newline%<p>In 1957 Arizona made plans to construct a new Capitol building. Believing that the submitted plans for the new Capitol were tombs to the past%comma% Frank Lloyd Wright offered an alternative to the people of Arizona. Wright felt that Arizona's Capitol should inspire the citizens to loftier heights. Wright's architectural dream of the Oasis captures the spirit of his vision - an oasis from the heat of the desert%comma% an oasis from the mediocrity of our past decisions%comma% an oasis for open government and unconstrained ideas. This collection also includes an early version of the Oasis with three spires%comma% a typewritten transcript where Wright expresses his opinions regarding the various plans for Arizona's Capitol Building%comma% and images of the restoration work completed by Kenneth C. Truong. </p>%newline%<p><strong></strong></p>%newline%</p>,collection1658.jpg,72,100,,,,,,,,,,,,
